id,title,label,filtered_words_str
R046,New Report on Education,REAL,"natural,point,study,car.,republican,leader,article,along,sense.,someone,throw,may,fear,throw,view,single.,experts,discuss,ongoing,developments,education."
F055,Hoax Confirmed by Sources,FAKE,"probably,group,north,party,peace.,movie,change,central,entire,threat.,wall,anything,sound,future.,—,shocking,claims,hoax,surface,internet."
F159,Flat Earth Confirmed by Sources,FAKE,"successful,modern,visit,century,production,natural,again.,contain,many,visit,five,trade,ever.,—,shocking,claims,flat,earth,surface,internet."
F083,Secret Cure Confirmed by Sources,FAKE,"seek,morning,choose,financial,bring.,effort,management.,—,shocking,claims,secret,cure,surface,internet."
R109,New Report on Education,REAL,"hospital,effect,past,doctor,off.,pay,never,huge,necessary.,war,executive,view,want,energy,level,travel.,experts,discuss,ongoing,developments,education."
R102,New Report on Climate Change,REAL,"term,suddenly,represent,tonight,word.,arrive,worker,model,behavior,remain,cup.,center,south,account,media,score,act.,experts,discuss,ongoing,developments,climate,change."
R060,New Report on Election,REAL,"significant,big,call,ten,picture,decade,trial.,experts,discuss,ongoing,developments,election."
F085,Secret Cure Confirmed by Sources,FAKE,"wind,hundred,oil,go.,interest,maintain,personal,clear,century.,—,shocking,claims,secret,cure,surface,internet."
F188,Hoax Confirmed by Sources,FAKE,"improve,issue,people,much.,serious,general,week,project,manager,all.,brother,miss,research,especially,shake,step.,—,shocking,claims,hoax,surface,internet."
F131,Hoax Confirmed by Sources,FAKE,"explain,six,without,require,write,employee,usually.,project,actually,significant,today,important.,although,pm,dark,evening.,—,shocking,claims,hoax,surface,internet."
R202,New Report on Public Health,REAL,"different,prepare,allow,risk.,form,trouble,view,cup,chair,physical,give.,experts,discuss,ongoing,developments,public,health."
F111,Celebrity Scandal Confirmed by Sources,FAKE,"store,career,five.,crime,discuss,wonder,perform,challenge,that.,represent,authority,particular,town,pm.,—,shocking,claims,celebrity,scandal,surface,internet."
R151,New Report on Policy,REAL,"ago,often,prove.,single,middle,meeting,official,modern,everything,some.,experts,discuss,ongoing,developments,policy."
F058,Government Cover-Up Confirmed by Sources,FAKE,"operation,rise,difference,game,movement,seem.,production,half,two,phone,amount,former,like.,son,exactly,two.,wait,look,live,great,consumer.,—,shocking,claims,government,cover-up,surface,internet."
R164,New Report on Education,REAL,"trip,know,response,modern,court,difficult.,team,degree,certainly,current,four.,system,mouth,artist.,experts,discuss,ongoing,developments,education."
F242,Celebrity Scandal Confirmed by Sources,FAKE,"put,apply,charge,money,lose.,sing,also,financial,play,idea,actually,skin.,—,shocking,claims,celebrity,scandal,surface,internet."
F064,Mind Control Confirmed by Sources,FAKE,"staff,guy,most.,water,result,model,wonder.,—,shocking,claims,mind,control,surface,internet."
R228,New Report on Education,REAL,"policy,history,think,among,movie,mr,situation,catch.,either,tv,single,almost.,experts,discuss,ongoing,developments,education."
R210,New Report on Economic Growth,REAL,"sister,attention,develop,huge,person.,wife,one,magazine,detail,significant,check,nearly.,town,lawyer,night,everything,develop,know.,experts,discuss,ongoing,developments,economic,growth."
R156,New Report on Policy,REAL,"offer,program,past.,painting,common,raise,cover,though,fly.,player,act,animal,how.,pattern,morning,involve,player,water,ten.,experts,discuss,ongoing,developments,policy."
R192,New Report on Climate Change,REAL,"exactly,upon,receive,organization,again.,bed,finally,face,ground,clearly,might,themselves.,material,newspaper,religious.,experts,discuss,ongoing,developments,climate,change."
F102,Government Cover-Up Confirmed by Sources,FAKE,"including,alone,stay,process,per.,crime.,development,perhaps,international,exactly,memory,message,system.,—,shocking,claims,government,cover-up,surface,internet."
R237,New Report on Election,REAL,"reach,old,decade.,experts,discuss,ongoing,developments,election."
F015,Immortal Jellyfish Confirmed by Sources,FAKE,"rule,size,choose,price,recognize.,miss,education,speech,past.,southern,half,scene,majority,memory,prepare.,—,shocking,claims,immortal,jellyfish,surface,internet."
F020,Celebrity Scandal Confirmed by Sources,FAKE,"arrive,produce,wait.,decide,standard,magazine,serious.,bad,brother,form,challenge.,—,shocking,claims,celebrity,scandal,surface,internet."
R083,New Report on Election,REAL,"use,else,safe,others,move,certainly.,price,value,physical,guess,food.,experts,discuss,ongoing,developments,election."
F035,Hoax Confirmed by Sources,FAKE,"edge,couple,best,entire,entire,task,you.,mr,discussion,crime,important.,hope,color,worry,drug,end.,—,shocking,claims,hoax,surface,internet."
R082,New Report on Budget Report,REAL,"specific,many,blue,myself.,world,everything,list,director,store,young.,experts,discuss,ongoing,developments,budget,report."
F114,Mind Control Confirmed by Sources,FAKE,"coach,head,point,wrong.,list,however,stay,technology,visit,indeed.,—,shocking,claims,mind,control,surface,internet."
F179,Secret Cure Confirmed by Sources,FAKE,"still,hit,bank,get,pattern,interest.,like,individual,certain,base,and.,—,shocking,claims,secret,cure,surface,internet."
F026,Celebrity Scandal Confirmed by Sources,FAKE,"amount,child,adult,listen,economy.,—,shocking,claims,celebrity,scandal,surface,internet."
R217,New Report on Election,REAL,"show,music,trip,agree,street.,need,adult,soon,unit.,evidence,point,along,develop,collection,country,agency,ok.,experts,discuss,ongoing,developments,election."
F009,Celebrity Scandal Confirmed by Sources,FAKE,"civil,customer,response,put,point,ask,data,message.,information,common,company,yard,reality,wide,response,staff.,firm,year,together,pretty,quite,ago.,—,shocking,claims,celebrity,scandal,surface,internet."
F240,Aliens Confirmed by Sources,FAKE,"road,house,state,it.,name,table,man,possible,image,sing,standard,safe.,summer,within,light,morning.,—,shocking,claims,aliens,surface,internet."
R216,New Report on Research,REAL,"laugh,past,dog,born,rich.,strategy,admit,pm,consider,enjoy.,church,cover,anything,always,toward,stage.,experts,discuss,ongoing,developments,research."
F129,Flat Earth Confirmed by Sources,FAKE,"suddenly,already,company,vote,affect.,face,authority,lot,suggest.,pressure,size,top,send,customer.,—,shocking,claims,flat,earth,surface,internet."
R197,New Report on Education,REAL,"serious,rest,with.,expert,likely,free,growth,quite,production.,effect,challenge,eye,medical.,experts,discuss,ongoing,developments,education."
F142,Government Cover-Up Confirmed by Sources,FAKE,"pretty,information,writer,instead.,—,shocking,claims,government,cover-up,surface,internet."
R140,New Report on Climate Change,REAL,"reveal,whole,community,prepare,environment.,experts,discuss,ongoing,developments,climate,change."
R165,New Report on Budget Report,REAL,"government,central,money,production,blue.,soldier,fire,pull,work,heart,laugh.,experts,discuss,ongoing,developments,budget,report."
R139,New Report on Education,REAL,"effort,author,ready.,pattern,value,realize,capital.,dinner,boy,camera,enjoy,attention,difference,about.,seem,care,without,sea,involve,should.,experts,discuss,ongoing,developments,education."
F232,Hoax Confirmed by Sources,FAKE,"evening,age,drive,exactly,sometimes,believe,much.,offer,generation,live,nice.,—,shocking,claims,hoax,surface,internet."
F108,Celebrity Scandal Confirmed by Sources,FAKE,"act,relationship,energy,run,development.,religious,apply,plan,draw.,—,shocking,claims,celebrity,scandal,surface,internet."
F167,Celebrity Scandal Confirmed by Sources,FAKE,"teach,talk,subject,deep.,film,hit,try,push.,understand,staff,across.,—,shocking,claims,celebrity,scandal,surface,internet."
R242,New Report on Research,REAL,"yard,box,fish,attack.,interesting,piece,off.,change,pattern,affect,fast,grow.,experts,discuss,ongoing,developments,research."
F133,Immortal Jellyfish Confirmed by Sources,FAKE,"human,bar,single,sea,early.,training,develop,particular,open,mr,hard.,—,shocking,claims,immortal,jellyfish,surface,internet."
F025,Flat Earth Confirmed by Sources,FAKE,"commercial,agency,social,expect.,toward,threat,management,including.,—,shocking,claims,flat,earth,surface,internet."
F093,Immortal Jellyfish Confirmed by Sources,FAKE,"soon,compare,local,effort.,increase,want,design,summer,believe.,peace,process,keep.,—,shocking,claims,immortal,jellyfish,surface,internet."
F236,Government Cover-Up Confirmed by Sources,FAKE,"door,rest,admit.,imagine,film,full,environment.,—,shocking,claims,government,cover-up,surface,internet."
F069,Flat Earth Confirmed by Sources,FAKE,"wind,world,public,individual,catch,tell.,film,let,congress,mean,reveal,mouth.,—,shocking,claims,flat,earth,surface,internet."
F219,Flat Earth Confirmed by Sources,FAKE,"end,surface,agree,way.,—,shocking,claims,flat,earth,surface,internet."
R079,New Report on Election,REAL,"congress,every,financial,hour,might,artist,skin,about.,campaign,worry,small,early,opportunity,discuss,act.,consider,gas,small,sense,place,assume.,experts,discuss,ongoing,developments,election."
F042,Hoax Confirmed by Sources,FAKE,"chair,growth,culture,firm,wall,seem.,message,garden,director,wear,detail,various,threat.,possible,section,reason,town,another.,night,artist,production,home,pass.,—,shocking,claims,hoax,surface,internet."
R154,New Report on Budget Report,REAL,"per,option,place,them.,series,compare.,skin,piece,pretty.,experts,discuss,ongoing,developments,budget,report."
R089,New Report on Public Health,REAL,"million,manage,buy,sound,happen,whose.,increase,maintain,realize,through.,security,yes,woman,approach,year,such.,experts,discuss,ongoing,developments,public,health."
R038,New Report on Public Health,REAL,"group,view,begin,win,imagine,beautiful.,like,boy,every,general,still.,politics,notice,go,nearly,whatever.,experts,discuss,ongoing,developments,public,health."
R053,New Report on Economic Growth,REAL,"tax,article,event,military,check,no.,tend,view,chance,green,political.,per,stop,eye,seat,total.,experts,discuss,ongoing,developments,economic,growth."
F201,Hoax Confirmed by Sources,FAKE,"list,cost,third,thus,in.,must,law,well.,arrive,get,treatment,seem,foreign.,—,shocking,claims,hoax,surface,internet."
F013,Secret Cure Confirmed by Sources,FAKE,"fly,traditional,million,whether.,news,store,everybody,improve,animal.,value,generation,southern,form,spring,individual.,—,shocking,claims,secret,cure,surface,internet."
R023,New Report on Policy,REAL,"laugh,list,nothing,audience,let.,approach,method,deep,own.,experts,discuss,ongoing,developments,policy."
R068,New Report on Technology Breakthrough,REAL,"style,fight,response,story,conference,participant,white,resource.,speak,go,system.,experts,discuss,ongoing,developments,technology,breakthrough."
F065,Hoax Confirmed by Sources,FAKE,"republican,management,understand,administration,window,cell,above.,usually,public,seek,day,indicate,hundred,determine,vote.,—,shocking,claims,hoax,surface,internet."
F239,Celebrity Scandal Confirmed by Sources,FAKE,"decade,daughter,also,nation,many.,authority,drug,class,piece,close.,still,difficult,skin,market,throw,congress,rock.,—,shocking,claims,celebrity,scandal,surface,internet."
F084,Miracle Drug Confirmed by Sources,FAKE,"ready,create,tell,eight,baby,police.,stuff,catch,modern,focus,fact.,—,shocking,claims,miracle,drug,surface,internet."
R120,New Report on Election,REAL,"enough,second,work,certain,small,rich.,guy,establish,activity,force,dark.,nearly,range,able,current,outside.,reason,act,require,exactly,high.,experts,discuss,ongoing,developments,election."
F207,Government Cover-Up Confirmed by Sources,FAKE,"significant,manager,adult.,hold,film,soldier,view,interview,most.,—,shocking,claims,government,cover-up,surface,internet."
R158,New Report on Economic Growth,REAL,"share,national,send,bed,name,team,political.,per,feel,foreign,audience,doctor,town.,experts,discuss,ongoing,developments,economic,growth."
R097,New Report on Technology Breakthrough,REAL,"grow,wall,ability,age,its.,even,specific,game,quite.,level,forget,bank,job,race,song.,experts,discuss,ongoing,developments,technology,breakthrough."
R092,New Report on Technology Breakthrough,REAL,"room,full,dark,eye,let,age,east.,site,according,think,along.,dog,one,tend,picture,my.,experts,discuss,ongoing,developments,technology,breakthrough."
F172,Hoax Confirmed by Sources,FAKE,"talk,sense,street,doctor,for.,talk,shoulder,authority,also,risk.,—,shocking,claims,hoax,surface,internet."
R182,New Report on Economic Growth,REAL,"least,military,action,often,nature,nature,great.,officer,game,boy.,always,wonder,federal,feel,international,her.,experts,discuss,ongoing,developments,economic,growth."
F014,Secret Cure Confirmed by Sources,FAKE,"challenge,close,behavior,couple,fly,artist,possible,color.,international,none,interesting,home.,—,shocking,claims,secret,cure,surface,internet."
R230,New Report on Election,REAL,"executive,democrat,stop,maybe,blue,turn.,government,hold,painting,customer,little,remain.,experts,discuss,ongoing,developments,election."
F223,Government Cover-Up Confirmed by Sources,FAKE,"hope,know,begin,economy,pretty,avoid.,believe,leader,cause,statement,fast,region.,space,report,follow,building,series,eight.,—,shocking,claims,government,cover-up,surface,internet."
R221,New Report on Policy,REAL,"already,notice,us.,discuss,example,building,body,drop,usually.,produce,talk,industry,american,run.,experts,discuss,ongoing,developments,policy."
R173,New Report on Climate Change,REAL,"fly,suddenly,maintain,quality.,leg,generation,arrive,night,something,feeling.,experts,discuss,ongoing,developments,climate,change."
F249,Immortal Jellyfish Confirmed by Sources,FAKE,"future,sense,campaign,throw.,future,consider,usually.,room,kind,gas.,—,shocking,claims,immortal,jellyfish,surface,internet."
F112,Government Cover-Up Confirmed by Sources,FAKE,"wide,class,address,southern,notice.,blood,ahead,debate,tax,through.,chair,number,southern,director,understand,speech,in.,machine,others,certain,game,fight.,—,shocking,claims,government,cover-up,surface,internet."
R058,New Report on Budget Report,REAL,"room,pattern,film,expert,beat,color.,clear,note,fly,car.,experts,discuss,ongoing,developments,budget,report."
R159,New Report on Economic Growth,REAL,"kitchen,arrive,mean,community.,big,move,happy,time,skin,as.,whether,address,per.,experts,discuss,ongoing,developments,economic,growth."
R029,New Report on Economic Growth,REAL,"smile,special,believe,hour.,focus,since,break,ready,section.,source,pattern,light.,experts,discuss,ongoing,developments,economic,growth."
R126,New Report on Research,REAL,"statement,put,prepare,social.,skill,claim,place,student,attorney,wife.,experts,discuss,ongoing,developments,research."
R132,New Report on Education,REAL,"cultural,measure,child,value.,create,citizen,recent.,experts,discuss,ongoing,developments,education."
R025,New Report on Election,REAL,"camera,less,purpose,line,ten.,recognize,effect,since,final,go.,thought,science,according,recent,hope.,statement,executive,claim,drug.,experts,discuss,ongoing,developments,election."
F214,Secret Cure Confirmed by Sources,FAKE,"international,environment,country,leader,item,husband,pretty.,—,shocking,claims,secret,cure,surface,internet."
R177,New Report on Policy,REAL,"thought,particularly,expert,area,present,positive.,determine,decision,newspaper,capital,understand,around,child,question.,experts,discuss,ongoing,developments,policy."
R196,New Report on Budget Report,REAL,"single,every,agreement.,simple,character,maintain,chair.,site,dark,father,always,country,tonight,step.,experts,discuss,ongoing,developments,budget,report."
R135,New Report on Budget Report,REAL,"idea,word,free,source,letter.,century,music,job,boy,poor.,debate,factor,six,kind,thing,see,free.,whose,interesting,cover,result,single,fall,where.,experts,discuss,ongoing,developments,budget,report."
F152,Government Cover-Up Confirmed by Sources,FAKE,"occur,push,specific,determine.,group,coach,risk,member,its.,—,shocking,claims,government,cover-up,surface,internet."
F180,Secret Cure Confirmed by Sources,FAKE,"method,imagine,still,call,finally,whatever.,—,shocking,claims,secret,cure,surface,internet."
F003,Secret Cure Confirmed by Sources,FAKE,"likely,agency,fine,american,force,place,gas.,wife,team,task,speech,congress.,—,shocking,claims,secret,cure,surface,internet."
F244,Celebrity Scandal Confirmed by Sources,FAKE,"computer,view,develop,help,federal.,difference,good,child,skin.,suddenly,sound,hope,call,two.,—,shocking,claims,celebrity,scandal,surface,internet."
F194,Immortal Jellyfish Confirmed by Sources,FAKE,"especially,continue,section,contain,perform,arm.,pay,friend,size.,radio,pattern,officer,difficult,agent,lot,seek.,young,model,mean,really.,—,shocking,claims,immortal,jellyfish,surface,internet."
R044,New Report on Policy,REAL,"service,month,million,natural,month,hard.,trade,join,value,large,street,sing.,experts,discuss,ongoing,developments,policy."
R141,New Report on Economic Growth,REAL,"anything,part,road,beautiful,social.,arrive,hit,go,point,production,usually.,door,public,especially.,experts,discuss,ongoing,developments,economic,growth."
R188,New Report on Climate Change,REAL,"difficult,water,sense.,fear,true,fear,throw.,author,account,matter,third,send,building.,experts,discuss,ongoing,developments,climate,change."
F010,Aliens Confirmed by Sources,FAKE,"follow,arm,focus,leg,cover,partner.,law,page,close,generation,necessary,another,seven,church.,stuff,determine,marriage,analysis,second,eye,allow.,—,shocking,claims,aliens,surface,internet."
R106,New Report on Economic Growth,REAL,"human,rich,station,understand,water,college.,strong,hear,newspaper,day,prove,drug.,lay,offer,concern,last.,experts,discuss,ongoing,developments,economic,growth."
R049,New Report on Research,REAL,"make,college,brother,whether,option,left,chance.,save,pressure,body,law,grow,order,call.,condition,thousand,tax,politics,mention,move.,huge,safe,reason,hot,program,moment,third.,experts,discuss,ongoing,developments,research."
R144,New Report on Budget Report,REAL,"style,work,skill,personal,theory,fish.,manage,head,radio,prepare,bar.,behavior,run,drive,decade,factor,heavy.,experts,discuss,ongoing,developments,budget,report."
F199,Celebrity Scandal Confirmed by Sources,FAKE,"certainly,community,activity.,anything,account,artist,poor,west.,war,range,visit,seat.,—,shocking,claims,celebrity,scandal,surface,internet."
F215,Secret Cure Confirmed by Sources,FAKE,"remember,term,politics,society,character,education,worry.,—,shocking,claims,secret,cure,surface,internet."
R176,New Report on Economic Growth,REAL,"gun,hear,left.,phone,home,color,employee,early,cut,notice.,agreement,mouth,thank,establish,hour,commercial.,experts,discuss,ongoing,developments,economic,growth."
F105,Hoax Confirmed by Sources,FAKE,"light,performance,west,rock,head,five,institution.,cultural,fine,end,pm,choose,interest,sing.,—,shocking,claims,hoax,surface,internet."
F031,Miracle Drug Confirmed by Sources,FAKE,"rest,drop,responsibility,car,talk,back.,professional,lay,eight,congress.,—,shocking,claims,miracle,drug,surface,internet."
R206,New Report on Research,REAL,"tree,water,store,dog,show,apply,writer.,experts,discuss,ongoing,developments,research."
F238,Secret Cure Confirmed by Sources,FAKE,"among,treat,address,way,friend.,federal,choice,service,control.,modern,pick,response,interest,price,when.,—,shocking,claims,secret,cure,surface,internet."
R027,New Report on Climate Change,REAL,"later,onto,eye,american,explain,spring.,little,role,office,rather,daughter,sure.,experts,discuss,ongoing,developments,climate,change."
F169,Government Cover-Up Confirmed by Sources,FAKE,"stage,story,leader,current.,nation,include,cultural,billion,official,administration.,—,shocking,claims,government,cover-up,surface,internet."
F208,Aliens Confirmed by Sources,FAKE,"career,unit,measure,simply,himself.,site,suddenly,capital,center,girl.,act,evidence,least,evening.,—,shocking,claims,aliens,surface,internet."
F212,Miracle Drug Confirmed by Sources,FAKE,"bag,coach,peace,hour,large.,sit,ahead,technology,modern,economic.,—,shocking,claims,miracle,drug,surface,internet."
F032,Hoax Confirmed by Sources,FAKE,"environmental,employee,chair,high,number.,record,despite,kitchen,feel.,—,shocking,claims,hoax,surface,internet."
F109,Hoax Confirmed by Sources,FAKE,"like,partner.,whether,avoid,college,leader,improve,main.,method,moment,light,time,look,determine,shoulder.,—,shocking,claims,hoax,surface,internet."
R111,New Report on Policy,REAL,"forward,us,cold.,lose,water,last,rock.,accept,drop,big,pressure,determine.,experts,discuss,ongoing,developments,policy."
F078,Aliens Confirmed by Sources,FAKE,"free,support,put,condition,finally,lose,idea.,onto,majority,music,capital.,yard,tv,vote,policy,mrs,what.,—,shocking,claims,aliens,surface,internet."
R105,New Report on Budget Report,REAL,"interesting,reach,line,able,still.,information,hit,vote,hand,moment.,experts,discuss,ongoing,developments,budget,report."
F196,Government Cover-Up Confirmed by Sources,FAKE,"entire,else,first,present,magazine,source,ten.,left,age,though,also,sense,look.,language,knowledge,dog,although,foreign.,—,shocking,claims,government,cover-up,surface,internet."
F118,Immortal Jellyfish Confirmed by Sources,FAKE,"account,action,seem,expert,avoid.,identify,final,blood,watch,perform,toward.,find,effect,look,various.,—,shocking,claims,immortal,jellyfish,surface,internet."
F077,Secret Cure Confirmed by Sources,FAKE,"bank,gas,individual,would.,around,party,become,pretty,control,field,skin,child.,—,shocking,claims,secret,cure,surface,internet."
F070,Government Cover-Up Confirmed by Sources,FAKE,"hair,expert,treat,fill.,ago,next,apply,point.,possible,southern,final,hit,hospital.,—,shocking,claims,government,cover-up,surface,internet."
F041,Immortal Jellyfish Confirmed by Sources,FAKE,"matter,marriage,image,much,prove,identify,discover.,student,garden,skill,mission,rise,region,each.,new,lot,leg,great.,—,shocking,claims,immortal,jellyfish,surface,internet."
R026,New Report on Policy,REAL,"organization,produce,type,full.,child,among,federal,base,together,report,example,tough.,defense,wait,edge,example,office,oil.,experts,discuss,ongoing,developments,policy."
R207,New Report on Policy,REAL,"indeed,difference,economic,take.,eye,crime,pass,rule,feel,alone.,experts,discuss,ongoing,developments,policy."
F163,Secret Cure Confirmed by Sources,FAKE,"hundred,stock,fish,gas,mother.,support,window,peace,sell,thousand,bring,standard.,—,shocking,claims,secret,cure,surface,internet."
F171,Government Cover-Up Confirmed by Sources,FAKE,"son,anyone,investment,arm,air,argue.,bank,like,student,agency,throw,near,great.,sometimes,reduce,officer,throughout.,—,shocking,claims,government,cover-up,surface,internet."
F139,Immortal Jellyfish Confirmed by Sources,FAKE,"similar,lead,true,treatment.,price,remember,others,late,man,price.,—,shocking,claims,immortal,jellyfish,surface,internet."
F120,Miracle Drug Confirmed by Sources,FAKE,"task,trouble,movement,democratic,medical.,modern,among,range.,—,shocking,claims,miracle,drug,surface,internet."
F146,Mind Control Confirmed by Sources,FAKE,"market,defense,movement,approach,however,fish,push.,small,among.,media,include,wind,cause.,—,shocking,claims,mind,control,surface,internet."
R115,New Report on Research,REAL,"run,much,return,space,speak.,experts,discuss,ongoing,developments,research."
F039,Aliens Confirmed by Sources,FAKE,"campaign,base,grow,example,cold.,picture,fight,far,rock.,—,shocking,claims,aliens,surface,internet."
F225,Hoax Confirmed by Sources,FAKE,"north,response,military,success,four,company,culture.,wait,stand,discussion.,—,shocking,claims,hoax,surface,internet."
F140,Aliens Confirmed by Sources,FAKE,"hold,impact,behavior,foreign,step,make,leader,phone.,somebody,along,hotel,feeling,upon,lot,book.,—,shocking,claims,aliens,surface,internet."
F122,Mind Control Confirmed by Sources,FAKE,"product,let,machine,night,official,maintain,cover.,rest,explain,consider.,think,able,thought,open,worker,benefit.,—,shocking,claims,mind,control,surface,internet."
R070,New Report on Budget Report,REAL,"ahead,speak,education,national.,court,whatever,appear,quality,reflect.,age,reality,morning,mother,already,conference.,sea,body.,experts,discuss,ongoing,developments,budget,report."
F248,Celebrity Scandal Confirmed by Sources,FAKE,"pm,concern,health,republican,thought,single,model.,ok,say,hundred,nor.,—,shocking,claims,celebrity,scandal,surface,internet."
R016,New Report on Technology Breakthrough,REAL,"sister,attorney,region,improve.,determine,role,bank,former,travel.,experts,discuss,ongoing,developments,technology,breakthrough."
R148,New Report on Technology Breakthrough,REAL,"remember,affect,pay,radio,order.,accept,republican,station,dinner,sign.,experts,discuss,ongoing,developments,technology,breakthrough."
R142,New Report on Budget Report,REAL,"social,measure,product,consider,scene,recent,bag,job.,experts,discuss,ongoing,developments,budget,report."
F141,Miracle Drug Confirmed by Sources,FAKE,"first,girl,make,free,whose,boy,edge,really.,measure,line,ever,agree.,—,shocking,claims,miracle,drug,surface,internet."
R076,New Report on Technology Breakthrough,REAL,"body,along,station,thus,management,ability,improve,tonight.,almost,business,responsibility,office,number,concern,husband,old.,town,approach,the.,experts,discuss,ongoing,developments,technology,breakthrough."
R180,New Report on Budget Report,REAL,"military,night,american,couple,debate,system,receive.,girl,specific,fear,government,change,later,focus.,experts,discuss,ongoing,developments,budget,report."
F126,Aliens Confirmed by Sources,FAKE,"cover,call,main,knowledge,member.,let,unit,good.,forward,camera,card,class,easy,range,identify.,—,shocking,claims,aliens,surface,internet."
R134,New Report on Economic Growth,REAL,"suffer,left.,business,agency,economy,close,pattern,term,cultural,kid.,mother,great,tonight.,experts,discuss,ongoing,developments,economic,growth."
F132,Mind Control Confirmed by Sources,FAKE,"thus,model,future,floor,table,or.,world,design,growth,card.,—,shocking,claims,mind,control,surface,internet."
F230,Immortal Jellyfish Confirmed by Sources,FAKE,"people,spend,good,now.,story,tend,sister,girl,possible,wear,staff.,nothing,employee.,need,world,statement,beautiful,play,ground.,—,shocking,claims,immortal,jellyfish,surface,internet."
F243,Aliens Confirmed by Sources,FAKE,"significant,surface,commercial,husband,fast.,practice,order,cause,physical,suggest.,main,american,box,big,relate.,—,shocking,claims,aliens,surface,internet."
R191,New Report on Budget Report,REAL,"interview,walk,finish,tax,cause,community,deal.,remain,yeah,capital,modern,return,speak.,front,movie,often,choose,rather,rich,future.,experts,discuss,ongoing,developments,budget,report."
R130,New Report on Public Health,REAL,"relate,hot,meet,air,seven,book,share,kid.,site,cost,doctor,middle,really.,experts,discuss,ongoing,developments,public,health."
F081,Mind Control Confirmed by Sources,FAKE,"wind,teacher,boy.,author,painting,today,bit,produce.,attorney,recently,nice,trial,laugh.,—,shocking,claims,mind,control,surface,internet."
R209,New Report on Technology Breakthrough,REAL,"glass,push,political,time,medical.,campaign,machine,set,than.,room,yard,wait,general,worker,according,tonight.,experts,discuss,ongoing,developments,technology,breakthrough."
F228,Hoax Confirmed by Sources,FAKE,"point,effect,get,huge,listen,military,event.,always,season,approach,nearly,person,already,drug.,—,shocking,claims,hoax,surface,internet."
R030,New Report on Budget Report,REAL,"home,mrs,official,ask.,floor,peace,town,red.,experts,discuss,ongoing,developments,budget,report."
R214,New Report on Education,REAL,"never,alone,approach,though,since,sound,raise.,grow,choice,smile,approach,happy.,claim,public,identify,community,economy,meeting.,experts,discuss,ongoing,developments,education."
R175,New Report on Economic Growth,REAL,"discuss,right,center,among,series,political.,environmental,kid,office,note,ever,allow,cover.,experts,discuss,ongoing,developments,economic,growth."
